subject,precision.pmt,precision.rg,recall.pmt,recall.rg,fmeasure.pmt,fmeasure.rg,auc.pmt,auc.rg
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\spring-mvc-showcase.arff,0.916218616,0.603236618,0.908045977,0.776683087,0.899139935,0.679059335,0.817727532,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\spring-rest-service-oauth.arff,0.897562956,0.642886129,0.855855856,0.801801802,0.866089842,0.713603604,0.982635342,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\spring-retry.arff,0.893375974,0.329860575,0.873761085,0.574334898,0.869433236,0.41904753,0.906899713,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\stateless4j.arff,0.916030813,0.234280742,0.904153355,0.484025559,0.9037453,0.315736802,0.951843791,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\statsd-jvm-profiler.arff,0.960496599,0.131795358,0.95709571,0.363036304,0.957487977,0.193384956,0.965467499,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\storm-elastic-search.arff,0.996875,1.53E-05,0.984375,0.00390625,0.989521574,3.04E-05,0.98627451,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\storm-jms.arff,0.989587791,0.001558172,0.989473684,0.039473684,0.98869265,0.002998001,1,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\storm-pattern.arff,0.928414377,0.132740085,0.917755573,0.364335127,0.918929113,0.194585747,0.953471701,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\swagger-maven-plugin.arff,0.971809283,0.007989049,0.965677512,0.08938148,0.967499841,0.014667128,0.985339615,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\TProfiler.arff,0.998904483,4.56E-04,0.998845266,0.021362587,0.998860119,8.94E-04,0.99996811,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\urlbuilder.arff,0.898694652,0.662013142,0.884287454,0.8136419,0.862079334,0.730037326,0.769901374,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\visualee.arff,0.926279562,0.039712404,0.885954382,0.199279712,0.89415905,0.066227091,0.946378091,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\warcbase.arff,0.978215864,0.013689247,0.974023231,0.117001056,0.975047345,0.024510715,0.989392828,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\webapp-runner.arff,0.997982022,0.002154213,0.997890295,0.046413502,0.997912568,0.004117327,0.999597747,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\webbit.arff,0.930037025,0.145146015,0.922805988,0.380980335,0.923608929,0.210207215,0.952583137,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\webprotege.arff,0.982352473,0.009002896,0.980332142,0.094883592,0.980911646,0.016445394,0.994504088,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\wsc.arff,0.96026364,0.006880838,0.93252459,0.08295082,0.940565655,0.012707573,0.969994899,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\wsdoc.arff,0.977265234,0.034919906,0.974116162,0.186868687,0.974745105,0.058843757,0.988929778,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\xembly.arff,0.89368567,0.232070936,0.872655479,0.481737414,0.871535689,0.313241649,0.932617096,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\xsoup.arff,0.955330628,0.125283249,0.951048951,0.353953739,0.951579769,0.185062821,0.975981895,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\zt-exec.arff,0.9323202,0.034695058,0.903004292,0.186266094,0.909520498,0.058494562,0.965449941,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\zt-zip.arff,0.906819126,0.066578371,0.860471725,0.258027849,0.867939316,0.105845623,0.924007225,0.5
